"title","url","platform","description","options","numforecasts","numforecasters","stars"
"A world totalitarian government will emerge during the next one thousand years and last for a thousand years or more, conditional on the number of independent countries on earth [not decreasing] during the next thousand years","https://docs.google.com/spreadsheets/d/1W10B6NJjicD8O0STPiT3tNV3oFnT8YsfjmtYR8RO_RI/edit#gid=511918906","X-risk estimates","Actual estimate: 0.1%

Reduced from his 5% unconditional probability","[{""name"":""Yes"",""probability"":0.001,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.999,""type"":""PROBABILITY""}]",,,2
"A world totalitarian government will emerge during the next one thousand years and last for a thousand years or more, conditional on the number of independent countries on earth [falling to 1] during the next thousand years","https://docs.google.com/spreadsheets/d/1W10B6NJjicD8O0STPiT3tNV3oFnT8YsfjmtYR8RO_RI/edit#gid=511918907","X-risk estimates","Increased from his 5% unconditional probability","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of superintelligent AI before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of superintelligent AI before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A. Interestingly, this is the same as the estimate from this source of the chance of human as a result of superintelligent AI by 2100.","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"AI safety is as hard as a (caricature of) MIRI suggests","https://aiimpacts.org/conversation-with-adam-gleave/","X-risk estimates","Actual estimate: ~10%

So, decent chance– I think I put a reasonable probability, like 10% probability, on the hard-mode MIRI version of the world being true. In which case, I think there’s probably nothing we can do.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"AI safety basically [doesn't need] to be solved, we’ll just solve it by default unless we’re completely completely careless","https://aiimpacts.org/conversation-with-adam-gleave/","X-risk estimates","Actual estimate: ~20-30%

","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"The first thing we try just works and we don’t even need to solve any sort of alignment problem","https://futureoflife.org/2020/04/15/an-overview-of-technical-ai-alignment-in-2018-and-2019-with-buck-shlegeris-and-rohin-shah/","X-risk estimates","Actual estimate: ~30%

There’s some chance that the first thing we try just works and we don’t even need to solve any sort of alignment problem. It might just be fine. This is not implausible to me. Maybe that’s 30% or something.","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"We have good competitive alignment techniques by the time that it’s important","https://futureoflife.org/2020/04/15/an-overview-of-technical-ai-alignment-in-2018-and-2019-with-buck-shlegeris-and-rohin-shah/","X-risk estimates","Actual estimate: ~30%

I haven’t actually written down these numbers since I last changed my mind about a lot of the inputs to them, so maybe I’m being really dumb. I guess, it feels to me that in fast takeoff worlds, we are very sad unless we have competitive alignment techniques, and so then we’re just only okay if we have these competitive alignment techniques. I guess I would say that I’m something like 30% on us having good competitive alignment techniques by the time that it’s important, which incidentally is higher than Rohin I think. [...] So I’m like 30% that we can just solve the AI alignment problem in this excellent way, such that anyone who wants to can have a little extra cost and then make AI systems that are aligned. I feel like in worlds where we did that, it’s pretty likely that things are reasonably okay.","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"We create something that’s more intelligent than humanity in the next 100 years","https://80000hours.org/podcast/episodes/toby-ord-the-precipice-existential-risk-future-humanity/#transcript","X-risk estimates","Actual estimate: ~50%

Basically, you can look at my [estimate that the existential risk from AI in the next 100 years is] 10% as, there’s about a 50% chance that we create something that’s more intelligent than humanity this century. And then there’s only an 80% chance that we manage to survive that transition, being in charge of our future. If you put that together, you get a 10% chance that’s the time where we lost control of the future in a negative way.

Toby Ord: With that number, I’ve spent a lot of time thinking about this. Actually, my first degree was in computer science, and I’ve been involved in artificial intelligence for a long time, although it’s not what I did my PhD on. But, if you ask the typical AI expert’s view of the chance that we develop smarter than human AGI, artificial general intelligence, this century is about 50%. If you survey the public, which has been done, it’s about 50%. So, my 50% is both based on the information I know actually about what’s going on in AI, and also is in line with all of the relevant outside views. It feels difficult to have a wildly different number on that. The onus would be on the other person.","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Soft AGI takeoff","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.7,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.30000000000000004,""type"":""PROBABILITY""}]",,,2
"By at least 10 years before human-level AGI is built, debate about AGI risk will be as mainstream as global warming is in 2015","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.67,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.32999999999999996,""type"":""PROBABILITY""}]",,,2
"A government will build the first human-level AGI, assuming humans build one at all","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.62,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.38,""type"":""PROBABILITY""}]",,,2
"A government will build the first human-level AGI, assuming humans build one at all","http://www.stafforini.com/blog/what_i_believe/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.6,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.4,""type"":""PROBABILITY""}]",,,2
"Human-controlled AGI in expectation would result in less suffering than uncontrolled","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.52,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.48,""type"":""PROBABILITY""}]",,,2
"A design very close to CEV will be implemented in humanity's AGI, conditional on AGI being built (excluding other value-learning approaches and other machine-ethics proposals)","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","Actual estimate: 0.5%

","[{""name"":""Yes"",""probability"":0.005,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.995,""type"":""PROBABILITY""}]",,,2
"A design very close to CEV will be implemented in humanity's AGI, conditional on AGI being built (excluding other value-learning approaches and other machine-ethics proposals)","http://www.stafforini.com/blog/what_i_believe/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of the single biggest engineered pandemic before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of the single biggest engineered pandemic before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of the single biggest natural pandemic before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.6,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.4,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of the single biggest natural pandemic before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of molecular nanotech weapons before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of molecular nanotech weapons before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of the single biggest nanotech accident before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of the single biggest nanotech accident before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.01,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.99,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of all nuclear wars before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of all nuclear wars before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of all acts of nuclear terrorism before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of all acts of nuclear terrorism before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","This is the median. The report about these estimates also plots the results for each question “with individual response distributions visible” in Appendix A.","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"chance of a full-scale nuclear war in the next century","https://80000hours.org/podcast/episodes/toby-ord-the-precipice-existential-risk-future-humanity/#transcript","X-risk estimates","Actual estimate: ~5%

I give existential risk over the next century from nuclear war at about one in a thousand. I initially thought it would be higher than that. That’s actually something that while researching the book, thought was a lower risk than I had initially thought. And how I’d break it down is to something like a 5% chance of a full-scale nuclear war in the next century and a 2% chance that that would be the end of human potential."" Ord discusses his reasoning more both in that interview and in The Precipice.","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"Per year chance of nuclear war","https://forum.effectivealtruism.org/posts/PAYa6on5gJKwAywrF/how-likely-is-a-nuclear-exchange-between-the-us-and-russia-1","X-risk estimates","Actual estimate: 1.10%

In this post, I get a rough sense of how probable a nuclear war might be by looking at historical evidence, the views of experts, and predictions made by forecasters. I find that, if we aggregate those perspectives, there’s about a 1.1% chance of nuclear war each year, and that the chances of a nuclear war between the US and Russia, in particular, are around 0.38% per year."" This is not presented as Luisa's own credence; this may not be the number she herself would give. Readers may also be interested in the estimates implied by each of the perspectives Luisa aggregates.","[{""name"":""Yes"",""probability"":0.011,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.989,""type"":""PROBABILITY""}]",,,2
"Per year chance of nuclear war between the US and Russia","https://forum.effectivealtruism.org/posts/PAYa6on5gJKwAywrF/how-likely-is-a-nuclear-exchange-between-the-us-and-russia-1","X-risk estimates","Actual estimate: 0.38%

In this post, I get a rough sense of how probable a nuclear war might be by looking at historical evidence, the views of experts, and predictions made by forecasters. I find that, if we aggregate those perspectives, there’s about a 1.1% chance of nuclear war each year, and that the chances of a nuclear war between the US and Russia, in particular, are around 0.38% per year."" This is not presented as Luisa's own credence; this may not be the number she herself would give. Readers may also be interested in the estimates implied by each of the perspectives Luisa aggregates.","[{""name"":""Yes"",""probability"":0.0038,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9962,""type"":""PROBABILITY""}]",,,2
"Climate change will cause more suffering than it prevents","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"At least 1 million dead as a result of all wars (including civil wars) before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","","[{""name"":""Yes"",""probability"":0.98,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.020000000000000018,""type"":""PROBABILITY""}]",,,2
"At least 1 billion dead as a result of all wars (including civil wars) before 2100","https://www.fhi.ox.ac.uk/reports/2008-1.pdf","X-risk estimates","","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"Human-inspired colonization of space will cause more suffering than it prevents if it happens","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.72,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.28,""type"":""PROBABILITY""}]",,,2
"Earth will eventually be controlled by a singleton of some sort","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.72,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.28,""type"":""PROBABILITY""}]",,,2
"Earth will eventually be controlled by a singleton of some sort","http://www.stafforini.com/blog/what_i_believe/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.7,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.30000000000000004,""type"":""PROBABILITY""}]",,,2
"Earth-originating intelligence will colonize the entire galaxy (ignoring anthropic arguments)","https://reducing-suffering.org/summary-beliefs-values-big-questions/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Earth-originating intelligence will colonize the entire galaxy (ignoring anthropic arguments)","http://www.stafforini.com/blog/what_i_believe/","X-risk estimates","","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
