"title","url","platform","description","options","numforecasts","numforecasters","stars"
"Estimates for Cummins Inc. (CMI)","https://www.estimize.com/cmi","Estimize","A link to Estimize's forecasts for *Cummins Inc.* (sticker symbol CMI). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for CVS Health (CVS)","https://www.estimize.com/cvs","Estimize","A link to Estimize's forecasts for *CVS Health* (sticker symbol CVS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for D. R. Horton (DHI)","https://www.estimize.com/dhi","Estimize","A link to Estimize's forecasts for *D. R. Horton* (sticker symbol DHI). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Danaher Corp. (DHR)","https://www.estimize.com/dhr","Estimize","A link to Estimize's forecasts for *Danaher Corp.* (sticker symbol DHR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Darden Restaurants (DRI)","https://www.estimize.com/dri","Estimize","A link to Estimize's forecasts for *Darden Restaurants* (sticker symbol DRI). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for DaVita Inc. (DVA)","https://www.estimize.com/dva","Estimize","A link to Estimize's forecasts for *DaVita Inc.* (sticker symbol DVA). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Deere & Co. (DE)","https://www.estimize.com/de","Estimize","A link to Estimize's forecasts for *Deere & Co.* (sticker symbol DE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Delta Air Lines Inc. (DAL)","https://www.estimize.com/dal","Estimize","A link to Estimize's forecasts for *Delta Air Lines Inc.* (sticker symbol DAL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dentsply Sirona (XRAY)","https://www.estimize.com/xray","Estimize","A link to Estimize's forecasts for *Dentsply Sirona* (sticker symbol XRAY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Devon Energy (DVN)","https://www.estimize.com/dvn","Estimize","A link to Estimize's forecasts for *Devon Energy* (sticker symbol DVN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for DexCom (DXCM)","https://www.estimize.com/dxcm","Estimize","A link to Estimize's forecasts for *DexCom* (sticker symbol DXCM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Diamondback Energy (FANG)","https://www.estimize.com/fang","Estimize","A link to Estimize's forecasts for *Diamondback Energy* (sticker symbol FANG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Digital Realty Trust Inc (DLR)","https://www.estimize.com/dlr","Estimize","A link to Estimize's forecasts for *Digital Realty Trust Inc* (sticker symbol DLR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Discover Financial Services (DFS)","https://www.estimize.com/dfs","Estimize","A link to Estimize's forecasts for *Discover Financial Services* (sticker symbol DFS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for ""Discovery (DISCA)","https://www.estimize.com/disca","Estimize","A link to Estimize's forecasts for *""Discovery* (sticker symbol DISCA). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for ""Discovery (DISCK)","https://www.estimize.com/disck","Estimize","A link to Estimize's forecasts for *""Discovery* (sticker symbol DISCK). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dish Network (DISH)","https://www.estimize.com/dish","Estimize","A link to Estimize's forecasts for *Dish Network* (sticker symbol DISH). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dollar General (DG)","https://www.estimize.com/dg","Estimize","A link to Estimize's forecasts for *Dollar General* (sticker symbol DG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dollar Tree (DLTR)","https://www.estimize.com/dltr","Estimize","A link to Estimize's forecasts for *Dollar Tree* (sticker symbol DLTR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dominion Energy (D)","https://www.estimize.com/d","Estimize","A link to Estimize's forecasts for *Dominion Energy* (sticker symbol D). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Domino's Pizza (DPZ)","https://www.estimize.com/dpz","Estimize","A link to Estimize's forecasts for *Domino's Pizza* (sticker symbol DPZ). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dover Corporation (DOV)","https://www.estimize.com/dov","Estimize","A link to Estimize's forecasts for *Dover Corporation* (sticker symbol DOV). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Dow Inc. (DOW)","https://www.estimize.com/dow","Estimize","A link to Estimize's forecasts for *Dow Inc.* (sticker symbol DOW). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for DTE Energy Co. (DTE)","https://www.estimize.com/dte","Estimize","A link to Estimize's forecasts for *DTE Energy Co.* (sticker symbol DTE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Duke Energy (DUK)","https://www.estimize.com/duk","Estimize","A link to Estimize's forecasts for *Duke Energy* (sticker symbol DUK). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Duke Realty Corp (DRE)","https://www.estimize.com/dre","Estimize","A link to Estimize's forecasts for *Duke Realty Corp* (sticker symbol DRE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for DuPont de Nemours Inc (DD)","https://www.estimize.com/dd","Estimize","A link to Estimize's forecasts for *DuPont de Nemours Inc* (sticker symbol DD). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for DXC Technology (DXC)","https://www.estimize.com/dxc","Estimize","A link to Estimize's forecasts for *DXC Technology* (sticker symbol DXC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Eastman Chemical (EMN)","https://www.estimize.com/emn","Estimize","A link to Estimize's forecasts for *Eastman Chemical* (sticker symbol EMN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Eaton Corporation (ETN)","https://www.estimize.com/etn","Estimize","A link to Estimize's forecasts for *Eaton Corporation* (sticker symbol ETN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for eBay Inc. (EBAY)","https://www.estimize.com/ebay","Estimize","A link to Estimize's forecasts for *eBay Inc.* (sticker symbol EBAY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Ecolab Inc. (ECL)","https://www.estimize.com/ecl","Estimize","A link to Estimize's forecasts for *Ecolab Inc.* (sticker symbol ECL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Edison Int'l (EIX)","https://www.estimize.com/eix","Estimize","A link to Estimize's forecasts for *Edison Int'l* (sticker symbol EIX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Edwards Lifesciences (EW)","https://www.estimize.com/ew","Estimize","A link to Estimize's forecasts for *Edwards Lifesciences* (sticker symbol EW). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Electronic Arts (EA)","https://www.estimize.com/ea","Estimize","A link to Estimize's forecasts for *Electronic Arts* (sticker symbol EA). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Emerson Electric Company (EMR)","https://www.estimize.com/emr","Estimize","A link to Estimize's forecasts for *Emerson Electric Company* (sticker symbol EMR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Enphase Energy (ENPH)","https://www.estimize.com/enph","Estimize","A link to Estimize's forecasts for *Enphase Energy* (sticker symbol ENPH). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Entergy Corp. (ETR)","https://www.estimize.com/etr","Estimize","A link to Estimize's forecasts for *Entergy Corp.* (sticker symbol ETR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for EOG Resources (EOG)","https://www.estimize.com/eog","Estimize","A link to Estimize's forecasts for *EOG Resources* (sticker symbol EOG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Equifax Inc. (EFX)","https://www.estimize.com/efx","Estimize","A link to Estimize's forecasts for *Equifax Inc.* (sticker symbol EFX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Equinix (EQIX)","https://www.estimize.com/eqix","Estimize","A link to Estimize's forecasts for *Equinix* (sticker symbol EQIX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Equity Residential (EQR)","https://www.estimize.com/eqr","Estimize","A link to Estimize's forecasts for *Equity Residential* (sticker symbol EQR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for ""Essex Property Trust (ESS)","https://www.estimize.com/ess","Estimize","A link to Estimize's forecasts for *""Essex Property Trust* (sticker symbol ESS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Estée Lauder Companies (EL)","https://www.estimize.com/el","Estimize","A link to Estimize's forecasts for *Estée Lauder Companies* (sticker symbol EL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Etsy (ETSY)","https://www.estimize.com/etsy","Estimize","A link to Estimize's forecasts for *Etsy* (sticker symbol ETSY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Evergy (EVRG)","https://www.estimize.com/evrg","Estimize","A link to Estimize's forecasts for *Evergy* (sticker symbol EVRG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Eversource Energy (ES)","https://www.estimize.com/es","Estimize","A link to Estimize's forecasts for *Eversource Energy* (sticker symbol ES). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Everest Re Group Ltd. (RE)","https://www.estimize.com/re","Estimize","A link to Estimize's forecasts for *Everest Re Group Ltd.* (sticker symbol RE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Exelon Corp. (EXC)","https://www.estimize.com/exc","Estimize","A link to Estimize's forecasts for *Exelon Corp.* (sticker symbol EXC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Expedia Group (EXPE)","https://www.estimize.com/expe","Estimize","A link to Estimize's forecasts for *Expedia Group* (sticker symbol EXPE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Expeditors (EXPD)","https://www.estimize.com/expd","Estimize","A link to Estimize's forecasts for *Expeditors* (sticker symbol EXPD). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Extra Space Storage (EXR)","https://www.estimize.com/exr","Estimize","A link to Estimize's forecasts for *Extra Space Storage* (sticker symbol EXR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Exxon Mobil Corp. (XOM)","https://www.estimize.com/xom","Estimize","A link to Estimize's forecasts for *Exxon Mobil Corp.* (sticker symbol XOM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for F5 Networks (FFIV)","https://www.estimize.com/ffiv","Estimize","A link to Estimize's forecasts for *F5 Networks* (sticker symbol FFIV). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for ""Facebook (FB)","https://www.estimize.com/fb","Estimize","A link to Estimize's forecasts for *""Facebook* (sticker symbol FB). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fastenal Co (FAST)","https://www.estimize.com/fast","Estimize","A link to Estimize's forecasts for *Fastenal Co* (sticker symbol FAST). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Federal Realty Investment Trust (FRT)","https://www.estimize.com/frt","Estimize","A link to Estimize's forecasts for *Federal Realty Investment Trust* (sticker symbol FRT). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for FedEx Corporation (FDX)","https://www.estimize.com/fdx","Estimize","A link to Estimize's forecasts for *FedEx Corporation* (sticker symbol FDX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fidelity National Information Services (FIS)","https://www.estimize.com/fis","Estimize","A link to Estimize's forecasts for *Fidelity National Information Services* (sticker symbol FIS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fifth Third Bancorp (FITB)","https://www.estimize.com/fitb","Estimize","A link to Estimize's forecasts for *Fifth Third Bancorp* (sticker symbol FITB). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for FirstEnergy Corp (FE)","https://www.estimize.com/fe","Estimize","A link to Estimize's forecasts for *FirstEnergy Corp* (sticker symbol FE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for First Republic Bank (FRC)","https://www.estimize.com/frc","Estimize","A link to Estimize's forecasts for *First Republic Bank* (sticker symbol FRC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fiserv Inc (FISV)","https://www.estimize.com/fisv","Estimize","A link to Estimize's forecasts for *Fiserv Inc* (sticker symbol FISV). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for FleetCor Technologies Inc (FLT)","https://www.estimize.com/flt","Estimize","A link to Estimize's forecasts for *FleetCor Technologies Inc* (sticker symbol FLT). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for FLIR Systems (FLIR)","https://www.estimize.com/flir","Estimize","A link to Estimize's forecasts for *FLIR Systems* (sticker symbol FLIR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Flowserve Corporation (FLS)","https://www.estimize.com/fls","Estimize","A link to Estimize's forecasts for *Flowserve Corporation* (sticker symbol FLS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for FMC Corporation (FMC)","https://www.estimize.com/fmc","Estimize","A link to Estimize's forecasts for *FMC Corporation* (sticker symbol FMC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Ford Motor Company (F)","https://www.estimize.com/f","Estimize","A link to Estimize's forecasts for *Ford Motor Company* (sticker symbol F). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fortinet (FTNT)","https://www.estimize.com/ftnt","Estimize","A link to Estimize's forecasts for *Fortinet* (sticker symbol FTNT). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fortive Corp (FTV)","https://www.estimize.com/ftv","Estimize","A link to Estimize's forecasts for *Fortive Corp* (sticker symbol FTV). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fortune Brands Home & Security (FBHS)","https://www.estimize.com/fbhs","Estimize","A link to Estimize's forecasts for *Fortune Brands Home & Security* (sticker symbol FBHS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fox Corporation (Class A) (FOXA)","https://www.estimize.com/foxa","Estimize","A link to Estimize's forecasts for *Fox Corporation (Class A)* (sticker symbol FOXA). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Fox Corporation (Class B) (FOX)","https://www.estimize.com/fox","Estimize","A link to Estimize's forecasts for *Fox Corporation (Class B)* (sticker symbol FOX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Franklin Resources (BEN)","https://www.estimize.com/ben","Estimize","A link to Estimize's forecasts for *Franklin Resources* (sticker symbol BEN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Freeport-McMoRan Inc. (FCX)","https://www.estimize.com/fcx","Estimize","A link to Estimize's forecasts for *Freeport-McMoRan Inc.* (sticker symbol FCX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Gap Inc. (GPS)","https://www.estimize.com/gps","Estimize","A link to Estimize's forecasts for *Gap Inc.* (sticker symbol GPS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Garmin Ltd. (GRMN)","https://www.estimize.com/grmn","Estimize","A link to Estimize's forecasts for *Garmin Ltd.* (sticker symbol GRMN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Gartner Inc (IT)","https://www.estimize.com/it","Estimize","A link to Estimize's forecasts for *Gartner Inc* (sticker symbol IT). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for General Dynamics (GD)","https://www.estimize.com/gd","Estimize","A link to Estimize's forecasts for *General Dynamics* (sticker symbol GD). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for General Electric (GE)","https://www.estimize.com/ge","Estimize","A link to Estimize's forecasts for *General Electric* (sticker symbol GE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for General Mills (GIS)","https://www.estimize.com/gis","Estimize","A link to Estimize's forecasts for *General Mills* (sticker symbol GIS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for General Motors (GM)","https://www.estimize.com/gm","Estimize","A link to Estimize's forecasts for *General Motors* (sticker symbol GM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Genuine Parts (GPC)","https://www.estimize.com/gpc","Estimize","A link to Estimize's forecasts for *Genuine Parts* (sticker symbol GPC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Gilead Sciences (GILD)","https://www.estimize.com/gild","Estimize","A link to Estimize's forecasts for *Gilead Sciences* (sticker symbol GILD). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Globe Life Inc. (GL)","https://www.estimize.com/gl","Estimize","A link to Estimize's forecasts for *Globe Life Inc.* (sticker symbol GL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Global Payments Inc. (GPN)","https://www.estimize.com/gpn","Estimize","A link to Estimize's forecasts for *Global Payments Inc.* (sticker symbol GPN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Goldman Sachs Group (GS)","https://www.estimize.com/gs","Estimize","A link to Estimize's forecasts for *Goldman Sachs Group* (sticker symbol GS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Grainger (W.W.) Inc. (GWW)","https://www.estimize.com/gww","Estimize","A link to Estimize's forecasts for *Grainger (W.W.) Inc.* (sticker symbol GWW). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Halliburton Co. (HAL)","https://www.estimize.com/hal","Estimize","A link to Estimize's forecasts for *Halliburton Co.* (sticker symbol HAL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hanesbrands Inc (HBI)","https://www.estimize.com/hbi","Estimize","A link to Estimize's forecasts for *Hanesbrands Inc* (sticker symbol HBI). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hartford Financial Svc.Gp. (HIG)","https://www.estimize.com/hig","Estimize","A link to Estimize's forecasts for *Hartford Financial Svc.Gp.* (sticker symbol HIG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hasbro Inc. (HAS)","https://www.estimize.com/has","Estimize","A link to Estimize's forecasts for *Hasbro Inc.* (sticker symbol HAS). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for HCA Healthcare (HCA)","https://www.estimize.com/hca","Estimize","A link to Estimize's forecasts for *HCA Healthcare* (sticker symbol HCA). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Healthpeak Properties (PEAK)","https://www.estimize.com/peak","Estimize","A link to Estimize's forecasts for *Healthpeak Properties* (sticker symbol PEAK). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Henry Schein (HSIC)","https://www.estimize.com/hsic","Estimize","A link to Estimize's forecasts for *Henry Schein* (sticker symbol HSIC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for The Hershey Company (HSY)","https://www.estimize.com/hsy","Estimize","A link to Estimize's forecasts for *The Hershey Company* (sticker symbol HSY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hess Corporation (HES)","https://www.estimize.com/hes","Estimize","A link to Estimize's forecasts for *Hess Corporation* (sticker symbol HES). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hewlett Packard Enterprise (HPE)","https://www.estimize.com/hpe","Estimize","A link to Estimize's forecasts for *Hewlett Packard Enterprise* (sticker symbol HPE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hilton Worldwide Holdings Inc (HLT)","https://www.estimize.com/hlt","Estimize","A link to Estimize's forecasts for *Hilton Worldwide Holdings Inc* (sticker symbol HLT). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for HollyFrontier Corp (HFC)","https://www.estimize.com/hfc","Estimize","A link to Estimize's forecasts for *HollyFrontier Corp* (sticker symbol HFC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hologic (HOLX)","https://www.estimize.com/holx","Estimize","A link to Estimize's forecasts for *Hologic* (sticker symbol HOLX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Home Depot (HD)","https://www.estimize.com/hd","Estimize","A link to Estimize's forecasts for *Home Depot* (sticker symbol HD). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Honeywell Int'l Inc. (HON)","https://www.estimize.com/hon","Estimize","A link to Estimize's forecasts for *Honeywell Int'l Inc.* (sticker symbol HON). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Hormel Foods Corp. (HRL)","https://www.estimize.com/hrl","Estimize","A link to Estimize's forecasts for *Hormel Foods Corp.* (sticker symbol HRL). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Host Hotels & Resorts (HST)","https://www.estimize.com/hst","Estimize","A link to Estimize's forecasts for *Host Hotels & Resorts* (sticker symbol HST). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Howmet Aerospace (HWM)","https://www.estimize.com/hwm","Estimize","A link to Estimize's forecasts for *Howmet Aerospace* (sticker symbol HWM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for HP Inc. (HPQ)","https://www.estimize.com/hpq","Estimize","A link to Estimize's forecasts for *HP Inc.* (sticker symbol HPQ). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Humana Inc. (HUM)","https://www.estimize.com/hum","Estimize","A link to Estimize's forecasts for *Humana Inc.* (sticker symbol HUM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Huntington Bancshares (HBAN)","https://www.estimize.com/hban","Estimize","A link to Estimize's forecasts for *Huntington Bancshares* (sticker symbol HBAN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Huntington Ingalls Industries (HII)","https://www.estimize.com/hii","Estimize","A link to Estimize's forecasts for *Huntington Ingalls Industries* (sticker symbol HII). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for IDEX Corporation (IEX)","https://www.estimize.com/iex","Estimize","A link to Estimize's forecasts for *IDEX Corporation* (sticker symbol IEX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Idexx Laboratories (IDXX)","https://www.estimize.com/idxx","Estimize","A link to Estimize's forecasts for *Idexx Laboratories* (sticker symbol IDXX). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for IHS Markit (INFO)","https://www.estimize.com/info","Estimize","A link to Estimize's forecasts for *IHS Markit* (sticker symbol INFO). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Illinois Tool Works (ITW)","https://www.estimize.com/itw","Estimize","A link to Estimize's forecasts for *Illinois Tool Works* (sticker symbol ITW). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Illumina Inc (ILMN)","https://www.estimize.com/ilmn","Estimize","A link to Estimize's forecasts for *Illumina Inc* (sticker symbol ILMN). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Incyte (INCY)","https://www.estimize.com/incy","Estimize","A link to Estimize's forecasts for *Incyte* (sticker symbol INCY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Ingersoll Rand (IR)","https://www.estimize.com/ir","Estimize","A link to Estimize's forecasts for *Ingersoll Rand* (sticker symbol IR). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Intel Corp. (INTC)","https://www.estimize.com/intc","Estimize","A link to Estimize's forecasts for *Intel Corp.* (sticker symbol INTC). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Intercontinental Exchange (ICE)","https://www.estimize.com/ice","Estimize","A link to Estimize's forecasts for *Intercontinental Exchange* (sticker symbol ICE). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for International Business Machines (IBM)","https://www.estimize.com/ibm","Estimize","A link to Estimize's forecasts for *International Business Machines* (sticker symbol IBM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for International Paper (IP)","https://www.estimize.com/ip","Estimize","A link to Estimize's forecasts for *International Paper* (sticker symbol IP). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Interpublic Group (IPG)","https://www.estimize.com/ipg","Estimize","A link to Estimize's forecasts for *Interpublic Group* (sticker symbol IPG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for International Flavors & Fragrances (IFF)","https://www.estimize.com/iff","Estimize","A link to Estimize's forecasts for *International Flavors & Fragrances* (sticker symbol IFF). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Intuit Inc. (INTU)","https://www.estimize.com/intu","Estimize","A link to Estimize's forecasts for *Intuit Inc.* (sticker symbol INTU). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Intuitive Surgical Inc. (ISRG)","https://www.estimize.com/isrg","Estimize","A link to Estimize's forecasts for *Intuitive Surgical Inc.* (sticker symbol ISRG). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Invesco Ltd. (IVZ)","https://www.estimize.com/ivz","Estimize","A link to Estimize's forecasts for *Invesco Ltd.* (sticker symbol IVZ). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for IPG Photonics Corp. (IPGP)","https://www.estimize.com/ipgp","Estimize","A link to Estimize's forecasts for *IPG Photonics Corp.* (sticker symbol IPGP). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for IQVIA Holdings Inc. (IQV)","https://www.estimize.com/iqv","Estimize","A link to Estimize's forecasts for *IQVIA Holdings Inc.* (sticker symbol IQV). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Iron Mountain Incorporated (IRM)","https://www.estimize.com/irm","Estimize","A link to Estimize's forecasts for *Iron Mountain Incorporated* (sticker symbol IRM). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
"Estimates for Jack Henry & Associates (JKHY)","https://www.estimize.com/jkhy","Estimize","A link to Estimize's forecasts for *Jack Henry & Associates* (sticker symbol JKHY). Viewing them requires making a prediction, Wall Street estimates are provided for free","[]",,,2
